Player,Total Hands,VPIP Hands,VPIP %,Evaluation,Sample Size Adequate
1ff264f7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
43c437e9,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b48f0b59,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5a5583b4,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
eb21bc62,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bf4557c,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
71ee6520,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
77d77e59,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f72bf77b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
91e92de9,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ea7a7ae0,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1582a024,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e0d14e10,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9e6032ad,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e95d0223,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e6aa09ff,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c8e72d1e,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d5f2b405,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
54a16a21,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ec3424f5,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
40bb6be1,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
473117d5,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ecdacd2c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e201451e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cd53b3fd,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9f76b15b,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b1dc2d97,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
36443158,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ab08c5da,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2b8b2921,15,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
926bb191,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e644e026,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
83ea4f15,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
25c12d13,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
71f2556b,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8c1d44c9,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5197516b,13,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5b97e983,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fedfe7c6,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bda6a3d1,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9165e0e3,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9788125b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
20c536f4,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
428cd8c2,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5b7051ae,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6f565fd,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
515dd56,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8d31c727,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d7f656ca,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
54c506e4,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5422bec9,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
eff2ac0d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cf6d512a,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f2a32196,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
753630f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7cef55a1,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8f1315bb,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
afceb40a,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3f9611b6,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5dd6ae74,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f68df189,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
76fbfdb7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3ff27d73,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3dd0afef,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
be86537,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6aafda73,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e5e6041b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
692b0e1d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7a24974a,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a4e63c5,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7be6fd7d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4dde37a5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9e3e5e70,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f4ed7f83,10,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d676606b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e4025e7f,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
48dc6454,14,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d92ddef8,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
24484a46,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
64526212,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e14d48fa,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ce479ad2,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
302a1708,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
17d82e36,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1e48524e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d29f701c,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2b9f39df,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
944e9aa3,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c75b2ba0,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
816260d0,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7a40fb8f,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e7868a11,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1da8eae5,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bc64c9e6,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
688b40f9,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bb090dff,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b3bca39d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
320e8d82,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e606bcb0,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6acbb6b6,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a598408a,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
23619adf,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6c00745d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
73c2df1f,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e8992002,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
eaffe61e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9ad74e07,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f50925e7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
780645d6,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d949b23d,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
93dfef8b,19,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f0407b74,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a3538261,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e4a1f2d2,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5446d20c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4c783157,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c73f4765,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d88bd80a,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
31c8057a,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
95eed447,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f3fc119a,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
92099542,11,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1f7fd8bc,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a276507b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
65964033,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d21ca4f4,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e56ac911,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
75d5d480,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e1263ddd,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
de247624,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3747d311,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7ac56771,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1b0744cb,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c85a0f60,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5a53cba2,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7e8993bd,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bf2195f6,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c11c2441,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6e885b98,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9ccadbb5,14,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
54ca1f06,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
15125d65,10,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6571f81e,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6da96b4d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
23c0dcf,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
63499226,12,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9264a873,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
28d3343b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5abd227b,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
da25c79c,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f1821143,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f23e7bad,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cf6b193c,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4d9372d1,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6fefd514,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
98ea32b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
59b37309,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
731e166b,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
21657810,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e8f41d33,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
98fa8579,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7fa51053,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a61adcf2,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d97dda86,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
38ef00,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a9af8bb8,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4e55fa29,10,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
192a8fb5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
76f4e455,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4509bd14,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6ccee5c1,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8508a44f,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
107b7bb3,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9f974160,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
428a90d4,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
85ef1c62,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c4375e01,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7c6398ab,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9c13950e,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
722fd48f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2d2e416,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3952cabf,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
144ea2b0,13,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9b4fbe63,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f724ee99,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
88c03c05,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
290b880,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f108945f,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a21d255c,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5acd5e40,12,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4e3196ec,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a3df4f6b,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bc6bd004,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
32a238cd,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
21effd0c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ad22f70a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b61b14d7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
42eefc11,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ee5bb31d,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
83a70a61,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6801c5e5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
14b45b97,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1772d36f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7e2526f2,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
94a63b6c,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
974683c7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9ff32da5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9598e06a,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
aa4f3313,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8185d8fd,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c066ebc7,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fb78508c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ed38df5e,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5d5a637e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3f990854,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fa66f3cf,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2f033106,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3936a67a,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b5fbac7c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
132366a9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3922b684,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
aea62364,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1937cebf,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
83c366a4,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b924c681,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ab13ccc6,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ce23f617,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ea485a4d,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2809b559,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e3a10bfa,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f28c4031,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
120fe547,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8047b2ca,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
16a87f9d,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2cf2fdc6,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f740825c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
add80e2d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3a23fe14,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a0a16222,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9b63101d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
68351d0,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
32901860,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ef6a71f9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f6ddf5f7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c447223a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
15e8a442,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6981f344,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f26bf81c,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2d72cb67,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
29d98786,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
766a71b7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
af9eb074,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c10d502a,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
693956f5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
86d9f390,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
50bd9a93,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e7b2e2aa,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7c13e490,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bd383633,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c58a51ef,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1209ad51,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bbd60b52,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d32b2e06,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6eba7b35,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8d83fcbb,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
80d92728,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ab35fc95,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
29471264,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
24d6dfa4,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a58a1862,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8a752a8f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6b985081,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1a99fcb9,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
39c346bf,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f8067dc5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
105d4be0,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bcbd875d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a3bb23ae,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7b9998a4,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b5e0a560,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
97bc7ae0,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bf36c2b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6abd829b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3d2b2789,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
82341569,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b58ce910,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
76e7cdfc,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2e6fb3bc,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dd3f46e9,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d7ea6681,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9bc1cdf1,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
273e47ba,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c29eb839,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4922466d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
da5bd304,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
59c43665,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ef00759f,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bbb0d90f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c81ca578,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b7ed060,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
988dc015,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6ffcfcbd,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dc1a94f3,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
debb9287,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d1079439,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
46971127,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bf1b95ee,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c26c61ab,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
aa38767f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5d2d2612,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2b8c1076,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8a403375,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
718a09e5,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c68571dc,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3fac11ae,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
aff4b412,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a7c2ce98,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
87afea2d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
726ab14e,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f4f14fc8,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4aed9f61,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2e24bede,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f3ded747,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
49694b0f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
27d0ae63,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8cef9d5b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f198691e,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c999165,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
411d6d13,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ae36de25,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9fe0040c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
235dd2d1,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
658c386e,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c10f0de8,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ef1c45d4,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e1132427,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f98823c7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3eaff3e7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ef8af083,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
223a5c5d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
65e854ab,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
39c237fe,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ad40d3d9,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
258a2071,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a4227633,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
